Syntax version=4
Wed Jun 11 09:51:11 2025
Starting process (10000000 clocks per sec)

LogRawData=false
VarHeader=1
D:		pitch_kalman	roll_kalman	MOTangle10	MOTangle100	MOTangle11	MOTangle9	KalmanX.angle	KalmanX.velocity	offset	velocity_k	angle_robot	dt	velocity_robot	KalmanX.bias	KalmanY.bias	DDSangle01	DDSangle30	DDScurrent01	DDScurrent30	DDSrpm01	DDSrpm30	anglex01_offset	anglex30_offset	distnacex01	revolutionx01	DDSangle01m_old	zerocrossx01down	zerocrossx01up	delatx01	distnacex30	DDSvelocity01	DDSvelocity30	iq	Xerror	SSref	Xref	error_lateral	lateral_out	integral_lateral
D:	time(ms)	(0x20000498,7)	(0x20000490,7)	(0x2000066c,6)	(0x20000658,6)	(0x20000694,6)	(0x20000680,6)	(0x200000a8,7)	(0x200000b8,7)	(0x20000000,7)	(0x20000330,7)	(0x20000350,7)	(0x20000478,7)	(0x20000360,7)	(0x200000b0,7)	(0x20000100,7)	(0x20000404,6)	(0x20000420,6)	(0x2000040c,6)	(0x20000428,6)	(0x20000408,6)	(0x20000424,6)	(0x20000448,6)	(0x2000045c,6)	(0x20000444,6)	(0x2000044c,5)	(0x2000041c,6)	(0x20000454,5)	(0x20000450,5)	(0x2000043c,6)	(0x20000458,6)	(0x20000414,6)	(0x20000430,6)	(0x20000328,7)	(0x20000378,7)	(0x200003a8,7)	(0x20000370,7)	(0x20000394,6)	(0x20000390,6)	(0x20000398,6)
D:	342.96	-11.002834	68.115550	-0.000192	0.000192	0.000192	-0.000192	68.093807	0.079941	-1.500000	-0.024976	69.593807	0.019000	-0.024976	-3.812765	1.509977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.054859	0.443017	0.000000
D:	352.40	-10.944859	68.093807	-0.000192	0.000192	0.000192	-0.000192	68.093807	0.079941	-1.500000	-0.024976	69.593807	0.019000	-0.024976	-3.812765	1.509977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.054859	0.443017	0.000000
D:	361.02	-10.944859	68.093807	-0.000192	0.000192	0.000192	-0.000192	68.093807	0.079941	-1.500000	-0.024976	69.593807	0.019000	-0.024976	-3.812765	1.094415	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.054859	0.443017	0.000000
D:	369.35	-10.513232	68.131290	-0.000192	0.000192	0.000192	-0.000192	68.131290	0.168101	-1.500000	0.074051	69.631290	0.018000	0.074051	-3.824590	1.094415	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.623232	0.419278	0.000000
D:	377.54	-10.513232	68.131290	-0.000192	0.000192	0.000192	-0.000192	68.131290	0.168101	-1.500000	0.074051	69.631290	0.018000	0.074051	-3.824590	1.094415	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.623232	0.419278	0.000000
D:	385.64	-10.513232	68.131290	-0.000192	0.000192	0.000192	-0.000192	68.164972	0.049583	-1.500000	0.162822	69.664972	0.018000	0.162822	-3.835842	1.240927	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.801248	0.429069	0.000000
D:	393.73	-10.691248	68.164972	-0.000192	0.000192	0.000192	-0.000192	68.164972	0.049583	-1.500000	0.162822	69.664972	0.018000	0.162822	-3.835842	1.240927	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.801248	0.429069	0.000000
D:	402.46	-10.691248	68.164972	-0.000192	0.000192	0.000192	-0.000192	68.164972	0.049583	-1.500000	0.054999	69.701584	0.018000	0.054999	-3.835842	1.030484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.593169	0.417624	0.000000
D:	411.35	-10.483169	68.201584	-0.000192	0.000192	0.000192	-0.000192	68.201584	0.061748	-1.500000	0.054999	69.701584	0.019000	0.054999	-3.848008	1.030484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.593169	0.417624	0.000000
D:	420.56	-10.483169	68.201584	-0.000192	0.000192	0.000192	-0.000192	68.201584	0.061748	-1.500000	0.054999	69.701584	0.019000	0.054999	-3.848008	1.257652	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.593169	0.417624	0.000000
D:	429.73	-10.745136	68.207146	-0.000192	0.000192	0.000192	-0.000192	68.207146	0.207344	-1.500000	0.061426	69.707146	0.019000	0.061426	-3.848565	1.257652	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.855135	0.432032	0.000000
D:	438.72	-10.745136	68.207146	-0.000192	0.000192	0.000192	-0.000192	68.207146	0.207344	-1.500000	0.061426	69.707146	0.019000	0.061426	-3.848565	1.257652	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.855135	0.432032	0.000000
